CMS Certification Number (CCN),Network,Facility Name,Five Star,Address Line 1,City/Town,State,ZIP Code,County/Parish,Profit or Non-Profit,Chain Owned,Chain Organization,Late Shift,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Patient Survival Category Text,Number of Patients included in survival summary,Mortality Rate (Facility),Patient hospitalization category text,Hospitalization Rate (Facility),Patient Hospital Readmission Category,Number of hospitalizations included in hospital readmission summary,Readmission Rate (Facility),Patient Transfusion category text,Transfusion Rate (Facility),Number of patients in this facility for SWR,Standardized First Kidney Transplant Waitlist Ratio,PPPW category text,Number of patients for PPPW,Percentage of Prevalent Patients Waitlisted,Standardized ED visits ratio (Facility),Standardized ED visits within 30 days of hospital discharge ratio (Facility),Standard Infection Ratio,Fistula Category Text,Fistula Rate (Facility),Healthcare worker COVID-19 vaccination adherence percentage,Number of Dialysis Patients with Hgb data,Number of patient-months in hypercalcemia summary,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL
262511,12,FMC - Blue Springs,2,505 NE Adams Dairy Parkway,BLUE SPRINGS,MO,64014,Jackson,Profit,Yes,Fresenius Medical Care,No,15,Yes,No,No,As Expected,304,16.7,As Expected,145.8,As Expected,78,36.4,As Expected,32.6,41,0,As Expected,56,13.9,0.75,0.55,0,As Expected,59.6,0,23,688,2,5,22,35,20,19
142648,10,DaVita Whiteside Dialysis,3,4406 East Lincolnway,STERLING,IL,61081,Whiteside,Profit,Yes,DaVita,Yes,16,Yes,No,No,As Expected,221,30.4,As Expected,138.7,As Expected,28,28,As Expected,8,30,0.36,As Expected,32,17.2,1.79,1.55,0.23,As Expected,59,0,18,434,1,8,15,30,34,13
312551,3,USRC Vineland,3,1450 East Chestnut Ave Suite 2C,Vineland,NJ,8361,Cumberland,Profit,Yes,"US Renal Care, Inc.",No,18,Yes,Yes,Yes,As Expected,282,22.5,As Expected,182.3,As Expected,84,25.2,As Expected,49,29,0.41,As Expected,59,19.6,1.18,1.08,0.33,As Expected,50.2,0,24,689,0,9,36,21,22,11
12589,8,DaVita Birmingham North Dialysis,2,1917 32ND AVENUE NORTH,BIRMINGHAM,AL,35207,Jefferson,Profit,Yes,DaVita,No,24,Yes,No,No,As Expected,207,26.5,As Expected,198.8,As Expected,47,22.9,Not Available,,22,,As Expected,37,7.7,1.38,1.81,0,Worse than Expected,28,0,11,488,0,12,24,24,21,19
382547,16,PORTLAND HOME DIALYSIS CLINIC,5,10802 SE Washington Street,Portland,OR,97216,Multnomah,Profit,Yes,"US Renal Care, Inc.",No,2,Yes,Yes,Yes,As Expected,112,17.7,As Expected,113.2,As Expected,22,29.1,Not Available,,22,2.27,As Expected,37,15.4,1.14,1.93,,Not Available,,,11,332,1,5,14,19,37,26
362887,9,Fresenius Kidney Care South Grove City,3,5775 North Meadows Drive,Grove City,OH,43123,Franklin,Profit,Yes,Fresenius Medical Care,No,13,Yes,No,No,As Expected,153,21.7,As Expected,148.5,As Expected,47,36.5,Not Available,,32,1.92,As Expected,37,5.3,1.34,0.88,0,As Expected,69.1,0,9,396,0,2,17,34,23,23
52677,17,SAN JOAQUIN VALLEY DIALYSIS,4,3636 NORTH FIRST #144,FRESNO,CA,93726,Fresno,Profit,Yes,Fresenius Medical Care,Yes,22,Yes,Yes,No,As Expected,407,23.8,As Expected,103.5,As Expected,72,26.2,As Expected,2.9,64,1.38,As Expected,116,29.8,0.99,1.34,0.1,As Expected,62,0,28,1103,1,15,29,36,12,8
342738,6,Fresenius Medical Care Aldersgate,2,3211 Bishops Way Ln,Charlotte,NC,28215,Mecklenburg,Profit,Yes,Fresenius Medical Care,No,10,Yes,No,No,As Expected,181,31.5,As Expected,119.7,As Expected,34,32.9,Not Available,,19,,As Expected,48,15,0.4,0,0,As Expected,44.2,0,7,508,0,6,17,19,27,31
552856,18,Sierra Valley Dialysis Center,2,283 North Pearson Drive,Porterville,CA,93257,Tulare,Profit,Yes,American Renal Associates,No,32,Yes,Yes,No,As Expected,465,27,As Expected,141.8,As Expected,112,27.1,Worse than Expected,97.7,72,0.52,As Expected,123,17,1.5,0.89,0.39,As Expected,66.6,0,52,1432,1,9,27,28,26,9
322567,15,San Juan Regional Kidney Care LLC,1,735 W Animas St,Farmington,NM,87401,San Juan,Profit,No,Independent,No,0,No,Yes,No,Not Available,18,,As Expected,198.8,Worse than Expected,14,70.5,Not Available,,0,,As Expected,32,23.1,,,,Not Available,,,4,145,2,3,13,19,37,28
852528,6,DCI East Columbus,2,5990 Warm Springs Road,COLUMBUS,GA,31909,Muscogee,Profit,Yes,"Dialysis Clinic, Inc.",No,24,Yes,No,No,As Expected,165,18.4,As Expected,157.6,As Expected,44,40.2,As Expected,19.7,26,0,As Expected,35,8.2,0.78,0.75,0.26,As Expected,53.4,0,0,388,2,12,25,33,18,12
52700,18,DaVita Monterey Park Dialysis Center,2,883 S Atlantic Blvd Unit H,Monterey Park,CA,91754,Los Angeles,Profit,Yes,DaVita,Yes,28,Yes,Yes,No,As Expected,349,22.8,As Expected,115.6,As Expected,62,27.3,As Expected,19,31,0.29,As Expected,102,14.5,0.85,0.88,0.53,As Expected,59,3,33,1143,1,5,21,28,33,14
142561,10,DaVita Sauget Dialysis,2,2061 GOOSE LAKE ROAD,SAUGET,IL,62206,Saint Clair,Profit,Yes,DaVita,Yes,16,Yes,Yes,No,As Expected,232,19.5,As Expected,124.4,As Expected,46,19.6,Not Available,,27,,As Expected,45,2.7,0.87,0.93,0.14,Worse than Expected,29.4,6,10,490,0,3,15,22,35,26
52791,18,Rosemead Dialysis Center,2,7403 Hellman Avenue,Rosemead,CA,91770,Los Angeles,Profit,No,Independent,Yes,17,Yes,Yes,No,As Expected,309,23.4,As Expected,132.7,As Expected,74,37.7,As Expected,10.6,49,0.4,As Expected,75,14.6,0.87,0.8,,As Expected,63.3,,0,985,0,7,27,29,27,11
62561,15,DaVita North Colorado Springs Dialysis,4,6071 E WOODMEN RD STE 100,COLORADO SPRINGS,CO,80923,El Paso,Profit,Yes,DaVita,No,15,Yes,Yes,Yes,As Expected,168,17.2,As Expected,94.5,As Expected,24,16.6,Not Available,,28,,As Expected,42,8.7,1.09,1.3,0.19,As Expected,66.7,0,11,462,0,8,17,25,30,20
52808,18,DaVita Saddleback Dialysis,5,23141 Plaza Pointe Drive,Laguna Hills,CA,92653,Orange,Profit,Yes,DaVita,Yes,25,Yes,No,No,As Expected,340,14.1,As Expected,125.3,As Expected,82,20.3,As Expected,31.1,29,1.4,As Expected,92,21.7,0.98,1.11,0.23,Better than Expected,73.9,1,37,1220,1,7,22,29,23,19
192516,13,FMCNA - NEW ORLEANS EAST- FERNCREST,2,14500 HAYNE BLVD STE 100,NEW ORLEANS,LA,70128,Orleans,Profit,Yes,Fresenius Medical Care,No,13,Yes,No,No,As Expected,183,32.9,As Expected,130.5,As Expected,41,24.4,Not Available,,21,,As Expected,44,10.3,0.35,1.79,0.22,As Expected,59.9,0,3,417,4,7,23,33,28,10
222306,1,Massachusetts General Hospital - Dialysis,,"55 Fruit St, Bigelow 10",BOSTON,MA,2114,Suffolk,Non-profit,No,Independent,Yes,11,Yes,Yes,No,As Expected,79,8.2,As Expected,57.9,Not Available,7,,Not Available,,6,,Better than Expected,46,82.6,0.32,,,Not Available,,3,6,354,4,9,24,24,26,17
232510,11,GREENFIELD HS - TAYLOR,1,24565 HAIG ROAD,TAYLOR,MI,48180,Wayne,Non-profit,Yes,Greenfield Health Systems,No,27,Yes,Yes,Yes,As Expected,544,19.5,As Expected,189,As Expected,141,28.3,Worse than Expected,82.1,57,0.78,As Expected,98,8.4,1.46,1.66,0.45,As Expected,42.6,25,36,1178,2,5,20,28,33,13
112844,6,DUBLIN DIALYSIS CENTER,3,"2400 BELLEVUE RD, STE 29 A",DUBLIN,GA,31021,Laurens,Profit,Yes,American Renal Associates,No,24,Yes,Yes,Yes,As Expected,343,30,As Expected,131,As Expected,67,29.6,As Expected,8,44,0.72,As Expected,69,9.5,0.71,1.38,0.53,As Expected,52.6,95,14,703,0,17,35,30,15,3
362504,9,DCI - CINCINNATI,2,499 EAST MCMILLAN STREET,CINCINNATI,OH,45206,Hamilton,Non-profit,Yes,"Dialysis Clinic, Inc.",No,41,Yes,Yes,Yes,As Expected,397,18.1,As Expected,138.9,As Expected,72,28.7,Not Available,,51,2.31,As Expected,104,14.9,0.69,1.2,0.48,As Expected,40.2,0,3,1030,3,7,21,27,28,18
492590,5,WESTHAMPTON DIALYSIS CENTER LLC,1,5320 PATTERSON AVENUE,RICHMOND,VA,23226,Richmond City,Profit,Yes,American Renal Associates,No,17,Yes,Yes,No,As Expected,230,30.1,Better than Expected,76.8,As Expected,40,21.5,As Expected,53.1,31,,As Expected,38,8,0.65,1.02,0.17,Worse than Expected,31.3,36,17,526,1,11,28,30,20,12
682538,7,DaVita Kissimmee Home Training PD,,1203 N CENTRAL AVE #A,KISSIMMEE,FL,34741,Osceola,Profit,Yes,DaVita,No,4,No,Yes,Yes,As Expected,455,26.6,As Expected,201.1,As Expected,105,37.6,As Expected,35.3,81,0.61,As Expected,138,18.6,0.43,0.25,,Not Available,,0,20,1084,1,6,29,32,22,12
452623,14,DaVita Stone Oak Dialysis,5,731 CARNOUSTIE DRIVE #101,SAN ANTONIO,TX,78258,Bexar,Profit,Yes,DaVita,No,20,Yes,No,No,As Expected,383,22.8,As Expected,142.8,As Expected,81,28.2,As Expected,18.3,50,3.88,Better than Expected,96,36.4,0.61,0.37,0,As Expected,56.8,0,38,1110,1,8,22,36,16,17
342569,6,Salem Kidney Center,2,2705 BOULDER PARK COURT,WINSTON SALEM,NC,27101,Forsyth,Non-profit,Yes,Wake Forest University,No,39,Yes,No,No,As Expected,721,25.7,As Expected,112.4,As Expected,120,22.8,As Expected,30.1,110,0.53,As Expected,147,7,0.87,1.51,1.29,As Expected,59.3,,39,1664,4,12,28,27,21,12
452582,14,FRESENIUS MEDICAL CARE ENNIS,3,711 B South Clay Street,ENNIS,TX,75119,Ellis,Profit,Yes,Fresenius Medical Care,No,12,Yes,No,No,As Expected,194,26,As Expected,167.6,As Expected,48,28,As Expected,0,14,,As Expected,40,8.8,0.75,1.03,0.31,As Expected,56.9,2,16,455,1,7,19,21,29,24
362881,9,Dialysis Care Center Akron LLC,1,1505 South Hawkins Avenue,Akron,OH,44320,Summit,Profit,Yes,Other,No,11,Yes,Yes,No,As Expected,174,23.7,As Expected,208,As Expected,58,21.8,Not Available,,24,0.35,As Expected,39,11.8,,,0.17,As Expected,41.8,,4,390,3,7,19,38,23,12
382512,16,FMC EUGENE,4,201 RIVER AVE,EUGENE,OR,97404,Lane,Profit,Yes,Fresenius Medical Care,No,25,Yes,No,No,As Expected,445,24,As Expected,103.8,As Expected,59,16.1,As Expected,11,47,0.89,As Expected,88,12.7,0.71,0.51,0,As Expected,66.5,1,22,923,0,6,19,31,23,20
452851,14,US RENAL CARE GATEWAY DIALYSIS,4,230 KNOLLWOOD DR,SAN ANTONIO,TX,78227,Bexar,Profit,Yes,"US Renal Care, Inc.",No,25,Yes,Yes,No,As Expected,303,30.8,As Expected,135.2,As Expected,45,31.5,As Expected,18.5,21,,As Expected,50,20.9,0.8,0.87,0.63,As Expected,63.6,0,16,529,0,13,23,32,23,10
672548,14,DaVita Carrollton Dialysis,4,1544 VALWOOD PARKWAY,CARROLLTON,TX,75006,Dallas,Profit,Yes,DaVita,No,12,Yes,No,No,As Expected,116,18.2,As Expected,155.2,As Expected,20,21.3,Not Available,,16,,As Expected,30,16.7,0.45,0.75,0,As Expected,79,10,8,314,0,10,21,28,21,19
522540,11,FRESENIUS MEDICAL CARE MIDWEST RACINE,2,5409 DURAND AVE,Mount Pleasant,WI,53406,Racine,Profit,Yes,Fresenius Medical Care,No,17,Yes,Yes,No,As Expected,284,24.6,As Expected,151.8,As Expected,62,23.7,As Expected,23.1,36,0.28,As Expected,65,5.5,1.46,1.02,0.18,As Expected,48.8,4,21,615,1,7,18,24,32,20
152537,9,FMC - CROWN POINT,4,851 W. BURRELL ST.,CROWN POINT,IN,46307,Lake,Profit,Yes,Fresenius Medical Care,No,24,Yes,No,No,As Expected,232,19.1,As Expected,112.1,As Expected,47,31.1,As Expected,0,31,,As Expected,43,19.8,0.81,0.5,0,As Expected,69.8,0,22,492,0,6,29,30,23,12
442614,8,RCG SPRINGFIELD,2,106 MOORELAND DRIVE,SPRINGFIELD,TN,37172,Robertson,Profit,Yes,Fresenius Medical Care,No,16,Yes,No,No,As Expected,213,30.1,As Expected,170.8,As Expected,46,26.6,Not Available,,32,,As Expected,49,15,1.25,1.2,0,As Expected,47,0,12,535,2,6,19,32,25,18
252534,8,WAYNESBORO DIALYSIS,2,953 MATTHEW DRIVE,WAYNESBORO,MS,39367,Wayne,Profit,No,Independent,No,15,Yes,No,No,As Expected,243,26.4,As Expected,153.3,As Expected,41,22.1,Worse than Expected,118,33,0,As Expected,46,10.8,1.82,1.71,0.23,As Expected,64.1,0,18,487,1,10,35,32,19,4
102744,7,DaVita Fort Myers South Dialysis,4,8850 GLADIOLUS DR,FORT MYERS,FL,33908,Lee,Profit,Yes,DaVita,No,22,Yes,Yes,No,As Expected,311,17.6,As Expected,109.1,As Expected,39,27.7,As Expected,13.1,16,,As Expected,49,21.7,0.44,0.75,0.41,As Expected,48.6,0,30,517,0,7,24,35,21,13
672522,14,DaVita South Shore Dialysis Center,2,212 GULF FWY S,LEAGUE CITY,TX,77573,Galveston,Profit,Yes,DaVita,Yes,12,Yes,Yes,Yes,As Expected,335,24.3,As Expected,188.8,As Expected,70,31.8,As Expected,25.6,32,0.8,As Expected,71,15.3,0.87,1.63,0,As Expected,55.7,2,15,697,1,6,19,33,26,17
682731,7,ARA South Jacksonville Dialysis Center,4,"12735 Gran Bay Parkway W, Ste 210",Jacksonville,FL,32258,Duval,Profit,Yes,American Renal Associates,No,16,Yes,Yes,Yes,As Expected,52,17.7,As Expected,144.5,Better than Expected,23,0,Not Available,,8,,As Expected,28,17.5,0.88,0.59,1.63,As Expected,63.8,92,4,285,0,4,33,42,14,8
222582,1,Fresenius Medical Care Merrimack Valley,4,100 Milk Street,METHUEN,MA,1844,Essex,Profit,Yes,Fresenius Medical Care,Yes,19,Yes,Yes,Yes,As Expected,317,17,As Expected,153.1,As Expected,82,32.3,As Expected,44,48,1.78,As Expected,77,30.4,1.15,0.92,0.13,As Expected,63.3,6,33,860,0,7,24,33,22,15
742551,14,USRC Royal Central Dialysis,1,11343 N CENTRAL EXPY,Dallas,TX,75243,Dallas,Profit,Yes,"US Renal Care, Inc.",No,13,Yes,No,No,As Expected,112,34.6,Worse than Expected,226.8,As Expected,49,28.9,Not Available,,31,0.2,As Expected,40,10.2,0.57,1.09,0,As Expected,57.6,,12,348,1,9,25,24,31,11
332582,2,Atlantic DMS - New York Park Ave,2,3468 PARK AVENUE,BRONX,NY,10456,Bronx,Profit,Yes,Atlantic Dialysis Management Services,No,40,Yes,No,No,As Expected,541,18.4,As Expected,184.8,As Expected,158,30.8,Worse than Expected,68.1,72,0.78,As Expected,167,15.7,0.86,1.01,0,As Expected,67.4,,24,1743,2,7,21,22,31,19
152552,9,FMC - HENDRICKS COUNTY,2,1594 E MAIN STREET,DANVILLE,IN,46122,Hendricks,Profit,Yes,Fresenius Medical Care,Yes,21,Yes,Yes,Yes,As Expected,279,24.3,As Expected,169,As Expected,42,23.4,As Expected,33.9,31,0.99,As Expected,66,17,2.5,1.48,0.22,As Expected,51.8,0,18,707,3,7,19,27,26,20
342653,6,FMS SIX FORKS DIALYSIS CLINIC,3,3411 WEST MILLBROOK RD,RALEIGH,NC,27613,Wake,Profit,Yes,Fresenius Medical Care,No,16,Yes,No,No,As Expected,242,15.5,As Expected,94.2,As Expected,39,12.3,As Expected,31.8,22,0,As Expected,54,12.6,0.6,1.07,0.53,As Expected,51,4,23,619,1,7,27,29,21,16
132532,16,DaVita Syringa Home Training ID,,1070 N CURTIS RD STE 125,BOISE,ID,83706,Ada,Profit,Yes,DaVita,No,0,No,Yes,Yes,As Expected,225,26.7,As Expected,96.6,As Expected,22,5.6,As Expected,9.1,28,2.74,As Expected,57,16.7,1.04,1.14,,Not Available,,0,16,486,0,6,22,23,28,21
452374,14,WILBARGER GENERAL HOSPITAL DIALYSIS OF VERNON,2,1000 GARLAND JOHNSTON DRIVE,VERNON,TX,76384,Wilbarger,Non-profit,No,Independent,No,10,Yes,No,No,Worse than Expected,115,37.4,As Expected,150.4,As Expected,28,21.1,Not Available,,12,,As Expected,24,2.4,1.98,1.13,0,As Expected,72.7,,10,227,0,6,18,26,28,23
102687,7,FRESENIUS KIDNEY CARE AVENTURA,3,19056 NE 29TH AVE,AVENTURA,FL,33180,Miami-Dade,Profit,Yes,Fresenius Medical Care,No,24,Yes,No,No,As Expected,336,21.7,As Expected,168.9,As Expected,57,31.8,As Expected,13,36,0.99,As Expected,64,10.6,0.66,0.9,0.39,As Expected,73.2,0,16,630,0,8,30,33,17,12
42514,13,DaVita Searcy Dialysis,2,3208 LANGLEY DR,SEARCY,AR,72143,White,Profit,Yes,DaVita,No,16,Yes,Yes,No,As Expected,605,24.9,As Expected,148.8,As Expected,168,31.5,As Expected,30.8,84,0.65,As Expected,133,5.3,0.41,0.76,0.09,As Expected,60.2,0,41,1454,0,6,21,28,23,22
332596,2,DaVita Dyker Heights Dialysis Center,5,1435 86TH STREET,BROOKLYN,NY,11228,Kings,Profit,Yes,DaVita,Yes,20,Yes,No,No,Better than Expected,568,14.2,As Expected,114.7,As Expected,90,33.3,As Expected,17.9,46,2.29,Better than Expected,100,35.9,0.44,0.88,0.28,Better than Expected,84,0,53,1373,1,9,27,28,20,15
102613,7,BMA - GAINESVILLE EAST,2,1961 N. Main St,GAINESVILLE,FL,32609,Alachua,Profit,Yes,Fresenius Medical Care,Yes,24,Yes,No,No,As Expected,474,17,As Expected,181.6,As Expected,162,32.5,As Expected,4.3,51,0.22,As Expected,117,9.9,0.91,1.09,0.88,As Expected,62.8,0,34,1193,1,7,29,30,22,13
392691,4,FKC Mechanicsburg,2,120 South Filbert Street,Mechanicsburg,PA,17055,Cumberland,Profit,Yes,Fresenius Medical Care,No,17,Yes,Yes,No,As Expected,190,18.5,As Expected,140.2,As Expected,43,26.4,Not Available,,16,,As Expected,21,14.8,0.73,1.05,0,As Expected,50.7,0,8,347,4,10,33,28,20,10
452380,14,DRISCOLL CHILDREN'S HOSPITAL DIALYSIS UNIT,,3533 ALAMEDA,CORPUS CHRISTI,TX,78411,Nueces,Non-profit,No,Independent,No,5,Yes,Yes,No,Not Available,24,,Not Available,,Not Available,2,,Not Available,,10,,As Expected,17,31.5,,,,Not Available,,,2,44,,,,,,
52892,17,DaVita Soledad Dialysis Center,4,901 LOS COCHES DRIVE,SOLEDAD,CA,93960,Monterey,Profit,Yes,DaVita,No,18,Yes,Yes,No,As Expected,300,16,As Expected,138.9,As Expected,69,28.1,As Expected,25.7,44,0.89,Better than Expected,106,29.7,0.83,0.38,0.12,Better than Expected,78.8,3,48,1097,2,10,34,34,16,6
552874,18,Central Bakersfield Dialysis Center,2,"5101 White Ln, Suite A",Bakersfield,CA,93309,Kern,Profit,Yes,American Renal Associates,No,30,Yes,Yes,Yes,As Expected,402,29.9,As Expected,117.8,As Expected,95,26.2,As Expected,23.2,167,0.65,As Expected,199,16,1.58,1.83,0.28,As Expected,63.8,62,66,1924,3,6,23,33,26,12
222568,1,The Dialysis Center at Waltham,4,"135 Beaver Street, Suite 111",WALTHAM,MA,2452,Middlesex,Profit,Yes,American Renal Associates,No,14,Yes,No,No,As Expected,207,15.8,As Expected,196.8,As Expected,70,32.6,As Expected,53.7,15,,As Expected,46,33.4,0.59,0.62,0.26,As Expected,72.4,0,24,578,0,2,30,41,18,9
332823,2,DaVita Conduit Avenue Dialysis,3,219-10 S. Conduit Ave,Springfield Gardens,NY,11413,Queens,Profit,Yes,DaVita,No,29,Yes,No,No,As Expected,46,20,As Expected,160.2,As Expected,25,22.1,Not Available,,9,,As Expected,28,6.6,0.64,,0,As Expected,67.4,0,7,245,6,11,27,32,18,11
102869,7,FRESENIUS MEDICAL CARE DEFUNIAK SPRINGS,3,43 SHOEMAKER DR,DEFUNIAK SPRINGS,FL,32433,Walton,Profit,Yes,Fresenius Medical Care,No,19,Yes,Yes,Yes,As Expected,271,19,As Expected,147.1,As Expected,64,29.6,As Expected,39.5,35,0.72,As Expected,68,13.4,1.45,0.97,0.25,As Expected,54.7,0,14,672,0,6,24,27,25,17
232614,11,"GREAT LAKES DIALYSIS, LLC",1,14614 KERCHEVAL ST,DETROIT,MI,48215,Wayne,Profit,No,Independent,Yes,24,Yes,Yes,No,As Expected,300,18.6,As Expected,169.6,As Expected,100,34.2,As Expected,51.4,31,,As Expected,70,9.8,1.43,0.82,0.38,As Expected,45.3,0,9,597,4,11,28,23,25,14
452776,14,DaVita Fourth Street Dialysis,2,3101 NORTH 4TH ST,LONGVIEW,TX,75605,Gregg,Profit,Yes,DaVita,No,13,Yes,Yes,No,As Expected,229,32.1,As Expected,142.5,As Expected,52,18.6,Not Available,,26,,As Expected,53,16.5,1.47,2.43,0,As Expected,57.1,1,13,539,4,6,16,21,30,26
102701,7,DaVita Fort Lauderdale Dixie Dialysis,3,1299 EAST COMMERCIAL BLVD #100,OAKLAND PARK,FL,33334,Broward,Profit,Yes,DaVita,No,18,Yes,Yes,Yes,As Expected,297,20,As Expected,160.9,As Expected,57,23.8,Not Available,,35,0.44,As Expected,59,11.3,1.04,1.04,0.14,As Expected,62.7,0,17,624,1,7,22,26,33,12
402506,3,FMC San German,1,Carr # 2 KM 173.4,SAN GERMAN,PR,683,San German,Profit,Yes,Fresenius Medical Care,Yes,25,Yes,No,No,As Expected,526,24.9,As Expected,184.2,As Expected,131,27.1,Not Available,,44,0.4,As Expected,108,6.6,0.79,0,0,As Expected,43.7,0,5,1372,1,11,29,30,24,7
52899,18,U.S. Renal Care Los Angeles Dialysis,3,2100 W 3rd St. Suite 110 and 105,Los Angeles,CA,90057,Los Angeles,Profit,Yes,"US Renal Care, Inc.",No,22,Yes,Yes,No,As Expected,454,29.2,As Expected,143.3,As Expected,97,29.8,As Expected,17.7,34,0,As Expected,87,27.7,0.42,0.72,0.15,As Expected,61.4,0,54,1231,1,6,24,33,21,16
192609,13,FMCNA - OAK GROVE,3,711 E JEFFERSON DR,OAK GROVE,LA,71263,West Carroll,Profit,Yes,Fresenius Medical Care,No,14,Yes,No,No,As Expected,239,20,As Expected,83.8,As Expected,22,16.9,As Expected,14.8,22,,As Expected,41,16.5,0.8,0.91,0,As Expected,43.1,0,19,546,0,10,20,24,31,14
172508,12,DaVita Topeka Dialysis,3,634 SW Mulvane St,Topeka,KS,66606,Shawnee,Profit,Yes,DaVita,No,50,Yes,Yes,Yes,As Expected,701,26.5,As Expected,146.6,As Expected,180,27.5,As Expected,48.2,84,0.76,As Expected,182,9.6,0.98,0.94,0.21,As Expected,70.7,10,65,1980,1,6,17,22,28,27
62558,15,062558 KIDNEY CENTER OF WESTMINSTER (ARA),4,8410 DECATUR ST STE 200,WESTMINSTER,CO,80031,Adams,Profit,Yes,American Renal Associates,Yes,24,Yes,Yes,Yes,As Expected,493,24.4,As Expected,158.7,As Expected,119,24.8,As Expected,32.3,53,1.51,As Expected,103,17.2,1.02,1.15,0.39,As Expected,70.9,50,16,1213,2,6,31,33,20,10
62568,15,062568 PUEBLO WEST DIALYSIS (FMC),3,73 N ASPEN SKI WAY,PUEBLO WEST,CO,81007,Pueblo,Profit,Yes,Fresenius Medical Care,No,13,Yes,No,No,As Expected,109,24.9,As Expected,145.7,As Expected,29,16.4,Not Available,,9,,As Expected,56,10.5,0.8,0,0.32,As Expected,64.9,0,10,384,1,6,17,27,31,19
62601,15,Fresenius Kidney Care Lowry,,9050 E Lowry Blvd,Denver,CO,80230,Denver,Profit,Yes,Fresenius Medical Care,No,15,Yes,Yes,Yes,Not Available,,,Not Available,,Not Available,,,Not Available,,,,Not Available,,,,,,Not Available,,,,,,,,,,
102676,7,BMA - PALATKA,1,6541 ST JOHN AVE,PALATKA,FL,32177,Putnam,Profit,Yes,Fresenius Medical Care,No,27,Yes,Yes,No,As Expected,323,27.3,As Expected,184.7,As Expected,107,32.8,Worse than Expected,128.4,43,0,As Expected,83,6.7,1.27,1.17,0.57,As Expected,58.3,0,24,819,2,7,24,29,27,13
362524,9,DaVita Wright Field Dialysis,3,1431 BUSINESS CENTER COURT,DAYTON,OH,45410,Montgomery,Profit,Yes,DaVita,No,15,Yes,No,No,As Expected,220,24.1,As Expected,122.7,As Expected,42,29.3,Not Available,,27,,As Expected,57,7.2,0.5,0.46,0,As Expected,69.6,3,8,575,4,4,17,22,28,29
352300,11,CHI ST ALEXIUS HEALTH - BISMARCK DIALYSIS,2,900 E BROADWAY,BISMARCK,ND,58501,Burleigh,Non-profit,No,Independent,No,19,Yes,Yes,No,As Expected,176,20.8,As Expected,79.8,As Expected,21,28.8,As Expected,0,24,,As Expected,33,10.1,1.12,0.89,0,As Expected,48.6,0,13,342,1,14,27,23,25,11
522539,11,FMC DIALYSIS - CHEQUAMEGON BAY,3,1815 BEASER AVE,ASHLAND,WI,54806,Ashland,Profit,Yes,Fresenius Medical Care,No,12,Yes,Yes,No,As Expected,154,20,As Expected,102.2,As Expected,22,29.4,As Expected,41.7,14,,As Expected,40,20.3,1.64,3.21,0,As Expected,62.5,0,9,404,1,4,30,30,19,16
62576,15,DaVita Sable Dialysis,5,509 N SABLE BLVD,AURORA,CO,80011,Arapahoe,Profit,Yes,DaVita,Yes,30,Yes,Yes,Yes,As Expected,609,16.3,As Expected,108.8,As Expected,87,24.7,As Expected,23.5,76,2.59,As Expected,165,23.2,0.71,0.56,0.48,As Expected,67.5,5,25,1744,1,8,22,25,24,21
252560,8,RCG MACON (NOXUBEE COUNTY),3,1479 WASHINGTON ST,MACON,MS,39341,Noxubee,Profit,Yes,Fresenius Medical Care,No,16,Yes,No,No,As Expected,226,23.1,As Expected,78.8,As Expected,23,23.2,As Expected,0,22,0.48,As Expected,52,0.6,1.75,2.99,0,As Expected,48.1,4,20,545,0,14,16,23,22,25
742602,14,FKC Balch Springs Home Therapy,,3534 Hickory Tree Rd,Balch Springs,TX,75180,Dallas,Profit,Yes,Fresenius Medical Care,No,4,No,Yes,Yes,Not Available,14,,As Expected,212.7,Not Available,10,,Not Available,,0,,As Expected,29,23.2,,,,As Expected,66.3,3,2,153,1,5,20,26,29,20
12628,8,DaVita Opelika Dialysis Center,3,2340 PEPPERELL PKWY,OPELIKA,AL,36801,Lee,Profit,Yes,DaVita,No,10,Yes,Yes,Yes,As Expected,106,18.8,As Expected,53.5,As Expected,12,21.9,Not Available,,17,,As Expected,30,6.4,1.07,0.47,0,As Expected,81.5,0,6,283,2,5,14,22,32,27
682544,7,JOHNSON DIALYSIS CENTER DAVIE,1,7767 Johnson Street,Pembroke Pines,FL,33024,Broward,Profit,No,Independent,No,15,Yes,No,No,As Expected,115,27.6,As Expected,181.7,As Expected,20,41.4,Not Available,,14,,Not Available,4,,,1.76,,Not Available,,,0,18,,,,,,
